Unnamed: 0,sentence,sentence_length
3525,The men would not have been all working,32
3526,That John is a fool is obvious,24
3527,It is obvious that John is a fool,26
3528,John whined that he was hungry,25
3529,John is certain that the Mets will win,31
3530,That he has blood on his hands proves that John is the murderer,51
3531,To please John would be difficult,28
3532,It would be difficult to please John,30
3533,It is believed to be obvious by everyone that Fred is crazy,48
3534,This book I enjoyed,16
3535,I think that the trolls will take the shepherd tomorrow,46
3536,I gave Mary a book,14
3537,I considered Fred crazy,20
3538,I put the book on the table,21
3539,I worded the telegram tersely,25
3540,I would prefer that he not have finished,33
3541,He has not finished,16
3542,He is not finishing,16
3543,He would not finish,16
3544,He does not finish,15
3545,Jack eats caviar more than he eats mush,32
3546,Jack eats more caviar than he eats mush,32
3547,Jack eats caviar more than he sleeps,30
3548,I am more angry today than I was yesterday,34
3549,I am more angry than sad,19
3550,Mary is more than six feet tall,25
3551,Mary is taller than six feet,23
3552,Mary is shorter than five feet,25
3553,They think she has too much independence,34
3554,You and I are as much alike as a horse and a cow,36
3555,You and I are as alike as a horse and a cow,32
3556,You and I are as little alike as a horse and a cow,38
3557,John is as intelligent as Mary,25
3558,More has happened in the last week than will happen in the next year,55
3559,He offers more than we had hoped for,29
3560,He was hoping for more than we offered,31
3561,Enough is going on to keep them confused,33
3562,Sally eats caviar more than I had expected,35
3563,Sally eats the stuff pretty often,28
3564,Sally eats the stuff more,21
3565,John eats more,12
3566,John eats more than he sleeps,24
3567,He gave me more of his marbles than I wanted,35
3568,Jack is more tall than thin,22
3569,I did it more in jest than in anger,27
3570,There is enough of the bread left to have tomorrow,41
3571,There is enough bread for all of you,29
3572,There is bread enough for all of you,29
3573,She has enough of a problem as it is,28
3574,She has enough problems as it is,26
3575,He looks more formidable than he is,29
3576,He seems intelligent enough for you,30
3577,She writes more clearly than she speaks,33
3578,I saw more of the man than you did,26
3579,I saw enough of the fool to be convinced,32
3580,Harry got to be more of a celebrity,28
3581,Harry got to be more of the celebrity,30
3582,What his father wants him to be is more of a man,37
3583,He was hoping for too much,21
3584,Sally eats caviar too much for her own good,35
3585,John eats so much,14
3586,He gave me many marbles,19
3587,I have much typing to do,19
3588,He looks so formidable,19
3589,She speaks too clearly,19
3590,Harry got to be as much of a celebrity as his father,41
3591,More are called than are ever chosen,30
3592,We made enough pudding to last for days,32
3593,We made enough puddings to last for days,33
3594,John is the kind of a fool that I told you about,37
3595,John is the kind of the fool that I told you about,39
3596,John is the kind of fool that I told you about,36
3597,Tom was not more reliable than a grasshopper,37
3598,Tom was no more reliable than a grasshopper,36
3599,John is not a more reliable fellow than Bill,36
3600,John is no more reliable a fellow than Bill,35
3601,I have as many too many marbles as you,30
3602,I have as many marbles too many as you,30
3603,I have six too many marbles,22
3604,I have six marbles too many,22
3605,I have six more of them,18
3606,I have half a dozen too many of these marbles,36
3607,She writes clearly enough,22
3608,She is as brilliant a woman as her mother,33
3609,Fido is a smarter dog than Spot,25
3610,What his father wants him to be is a better pool player,44
3611,A taller man than Bill is here,24
3612,What her mother wants her to be is such a fine surgeon that everyone will respect her,69
3613,It was as awful a picture as it first seemed,35
3614,It was so awful a picture that I tore it up,33
3615,It was such an awful picture that I tore it up,36
3616,Mary is such a wit that people are afraid of her,38
3617,I love her so much,14
3618,I gave her so much,14
3619,Hilda is such a scholar,19
3621,Hilda is such a scholar as you were speaking of just now,45
3622,So elegant a solution as you have presented us with can elicit only admiration,65
3623,You have presented so elegant a solution that we can only admire it,55
3624,Such a scholar as you were speaking of just now is here,44
3625,Her mother wants Mary to be such an eminent woman that everyone will respect her,66
3626,John a decidedly taller man than Bill,31
3627,She made so much better a reply,25
3628,Most helpful advice is unwanted,27
3629,Sally will give me more helpful advice than the advice I got from you,56
3630,John wants to come up with as good a solution as Christine did,50
3631,John wants to come up with a solution as good as Christine,47
3632,Caviar is eaten by Jack more than mush,31
3633,More caviar than mush is eaten by Jack,31
3634,Jack ate more of this than he ate of that,32
3635,The table is longer than the door is wide,33
3636,I am angrier today that I was yesterday,32
3637,John is taller than six feet,23
3638,John is taller than Bill,20
3639,Mary has more than two friends,25
3640,Mary has more friends than two,25
3641,Mary has more friends than just Bill and Pete,37
3642,They may grow as much as six feet high,30
3643,They may grow as high as six feet,26
3644,Some of them made as many errors as Joan,32
3645,John is taller than Pete is,22
3646,John is shorter than five feet,25
3647,Mary has more enemies than Bill has friends,36
3648,Jane has more nearly as many too many than Mary,38
3649,Mary swam five more laps than Joan swam,32
3650,Mary swam as many more laps than Joan as Linda,37
3651,Bill kissed himself,17
3652,Sally kissed herself,18
3653,The robot kissed itself,20
3654,She knocked herself on the head with a zucchini,39
3655,The snake flattened itself against the rock,37
3657,Gary and Kevin ran themselves into exhaustion,39
3658,People from Tucson think very highly of themselves,43
3659,I gave myself the bucket of ice cream,30
3660,She hit herself with a hammer,24
3661,Doug blew the building up,21
3662,Doug blew up the building,21
3663,Doug blew it up,12
3664,Doug blew up it,12
3665,I wonder what Fiona bought,22
3666,Cheese mice love stinks,20
3667,The dancing chorus line of elephants broke my television set,51
3668,Rosie loves magazine ads,21
3669,I think Rosie loves magazine ads,27
3670,Dana doubts that Drew believes I think Rosie loves magazine ads,53
3672,Dave and Alina left,16
3673,I expect soon to see the results,26
3674,I expect to see the results soon,26
3675,I expect to soon see the results,26
3676,I expect to more than double my profits,32
3677,You are taller than me,18
3678,My friends wanted to quickly leave the party,37
3679,George sang to himself,19
3680,Betsy loves herself in blue leather,30
3681,Everyone should be able to defend himself,35
3682,Everyone should be able to defend herself,35
3683,I hope nobody will hurt themselves,29
3684,I hope nobody will hurt himself,26
3685,She is dancing,12
3686,They are dancing,14
3687,The man is dancing,15
